uf,mes,ano,vitimas
DF,7,2020,3
ES,7,2020,2
GO,7,2020,3
MA,7,2020,6
MG,7,2020,16
MS,7,2020,2
MT,7,2020,2
PA,7,2020,9
PB,7,2020,2
PE,7,2020,6
PI,7,2020,4
PR,7,2020,3
RJ,7,2020,8
RN,7,2020,1
RR,7,2020,1
RS,7,2020,2
SC,7,2020,7
SP,7,2020,13
AL,8,2020,5
AM,8,2020,5
CE,8,2020,2
DF,8,2020,1
ES,8,2020,1
GO,8,2020,5
MA,8,2020,9
MG,8,2020,15
MS,8,2020,3
MT,8,2020,6
PA,8,2020,9
PB,8,2020,2
PE,8,2020,5
PI,8,2020,4
PR,8,2020,6
RJ,8,2020,4
RR,8,2020,1
RS,8,2020,4
SC,8,2020,2
SE,8,2020,1
SP,8,2020,8
AC,9,2020,2
AL,9,2020,4
AM,9,2020,2
BA,9,2020,9
CE,9,2020,3
DF,9,2020,1
ES,9,2020,1
GO,9,2020,3
MA,9,2020,8
MG,9,2020,9
MS,9,2020,4
MT,9,2020,4
PA,9,2020,4
PB,9,2020,5
PE,9,2020,9
PI,9,2020,2
PR,9,2020,7
RJ,9,2020,6
RO,9,2020,2
RR,9,2020,3
RS,9,2020,5
SC,9,2020,6
SP,9,2020,17
TO,9,2020,1
AL,10,2020,4
AM,10,2020,1
BA,10,2020,15
CE,10,2020,3
ES,10,2020,3
GO,10,2020,4
MA,10,2020,2
MG,10,2020,15
MS,10,2020,2
MT,10,2020,2
PA,10,2020,2
PB,10,2020,2
PE,10,2020,6
PI,10,2020,3
PR,10,2020,6
RJ,10,2020,3
RO,10,2020,1
RS,10,2020,6
SC,10,2020,4
SP,10,2020,14
TO,10,2020,2
AC,11,2020,1
AL,11,2020,2
AM,11,2020,1
BA,11,2020,10
CE,11,2020,1
ES,11,2020,2
GO,11,2020,5
MA,11,2020,7
MG,11,2020,13
MS,11,2020,4
MT,11,2020,8
PA,11,2020,3
PB,11,2020,1
PE,11,2020,6
PI,11,2020,4
PR,11,2020,8
RJ,11,2020,11
RN,11,2020,1
RO,11,2020,2
RS,11,2020,6
SC,11,2020,8
SE,11,2020,3
SP,11,2020,20
AL,12,2020,3
AP,12,2020,1
BA,12,2020,12
CE,12,2020,2
DF,12,2020,4
ES,12,2020,3
GO,12,2020,3
MA,12,2020,4
MG,12,2020,16
MS,12,2020,6
MT,12,2020,6
PA,12,2020,5
PB,12,2020,6
PE,12,2020,9
PI,12,2020,3
PR,12,2020,4
RJ,12,2020,10
RN,12,2020,1
RO,12,2020,1
RR,12,2020,2
RS,12,2020,6
SC,12,2020,6
SE,12,2020,1
SP,12,2020,19
AL,1,2021,1
AM,1,2021,1
BA,1,2021,15
CE,1,2021,2
DF,1,2021,3
ES,1,2021,2
GO,1,2021,6
MA,1,2021,10
MG,1,2021,13
MS,1,2021,2
MT,1,2021,3
PA,1,2021,14
PB,1,2021,2
PE,1,2021,10
PI,1,2021,1
PR,1,2021,8
RJ,1,2021,9
RN,1,2021,2
RO,1,2021,2
RR,1,2021,1
RS,1,2021,11
SC,1,2021,2
SP,1,2021,11
TO,1,2021,3
AC,2,2021,1
AL,2,2021,1
AM,2,2021,4
BA,2,2021,5
CE,2,2021,2
DF,2,2021,1
ES,2,2021,3
GO,2,2021,1
MA,2,2021,3
MG,2,2021,10
MS,2,2021,4
MT,2,2021,2
PA,2,2021,3
PB,2,2021,1
PE,2,2021,11
PI,2,2021,3
PR,2,2021,6
RJ,2,2021,5
RS,2,2021,6
SC,2,2021,2
SE,2,2021,3
SP,2,2021,11
TO,2,2021,1
AC,3,2021,2
AL,3,2021,5
BA,3,2021,4
CE,3,2021,1
DF,3,2021,1
ES,3,2021,3
GO,3,2021,10
MA,3,2021,3
MG,3,2021,13
MS,3,2021,1
MT,3,2021,6
PA,3,2021,5
PB,3,2021,3
PE,3,2021,7
PR,3,2021,7
RJ,3,2021,10
RN,3,2021,1
RS,3,2021,3
SC,3,2021,5
SE,3,2021,1
SP,3,2021,21
TO,3,2021,2
BA,4,2021,8
CE,4,2021,1
DF,4,2021,4
ES,4,2021,5
GO,4,2021,3
MA,4,2021,4
MG,4,2021,20
MS,4,2021,4
MT,4,2021,6
PA,4,2021,4
PB,4,2021,3
PE,4,2021,11
PI,4,2021,3
PR,4,2021,4
RJ,4,2021,6
RN,4,2021,1
RO,4,2021,1
RR,4,2021,1
RS,4,2021,14
SC,4,2021,3
SP,4,2021,10
TO,4,2021,2
AL,5,2021,4
AM,5,2021,1
BA,5,2021,5
CE,5,2021,3
DF,5,2021,3
ES,5,2021,3
GO,5,2021,1
MA,5,2021,4
MG,5,2021,14
MS,5,2021,6
MT,5,2021,2
PA,5,2021,5
PB,5,2021,3
PE,5,2021,7
PI,5,2021,6
PR,5,2021,4
RJ,5,2021,12
RN,5,2021,1
RO,5,2021,1
RS,5,2021,7
SC,5,2021,1
SP,5,2021,26
TO,5,2021,3
AL,6,2021,2
AM,6,2021,5
BA,6,2021,9
CE,6,2021,2
DF,6,2021,4
ES,6,2021,5
GO,6,2021,3
MA,6,2021,4
MG,6,2021,11
MS,6,2021,3
MT,6,2021,3
PA,6,2021,3
PB,6,2021,4
PE,6,2021,8
PI,6,2021,2
PR,6,2021,7
RJ,6,2021,5
RN,6,2021,3
RO,6,2021,2
RR,6,2021,1
RS,6,2021,8
SC,6,2021,7
SE,6,2021,2
SP,6,2021,7
TO,6,2021,1
AC,7,2021,3
AL,7,2021,4
AM,7,2021,2
BA,7,2021,4
CE,7,2021,2
DF,7,2021,1
ES,7,2021,3
GO,7,2021,3
MA,7,2021,5
MG,7,2021,15
MS,7,2021,2
MT,7,2021,3
PA,7,2021,4
PE,7,2021,3
PI,7,2021,6
PR,7,2021,3
RJ,7,2021,4
RN,7,2021,1
RO,7,2021,2
RS,7,2021,9
SC,7,2021,3
SE,7,2021,2
SP,7,2021,8
TO,7,2021,1
AC,8,2021,1
AL,8,2021,1
AM,8,2021,2
AP,8,2021,1
BA,8,2021,12
CE,8,2021,5
DF,8,2021,1
ES,8,2021,3
GO,8,2021,2
MA,8,2021,6
MG,8,2021,12
MS,8,2021,4
MT,8,2021,7
PA,8,2021,4
PB,8,2021,5
PE,8,2021,6
PI,8,2021,3
PR,8,2021,8
RJ,8,2021,9
RN,8,2021,3
RO,8,2021,3
RS,8,2021,14
SC,8,2021,5
SE,8,2021,3
SP,8,2021,8
TO,8,2021,3
AC,9,2021,2
AM,9,2021,5
AP,9,2021,1
BA,9,2021,8
CE,9,2021,4
DF,9,2021,1
ES,9,2021,2
GO,9,2021,6
MA,9,2021,8
MG,9,2021,17
MS,9,2021,2
MT,9,2021,2
PA,9,2021,5
PB,9,2021,2
PE,9,2021,5
PI,9,2021,2
PR,9,2021,9
RJ,9,2021,3
RN,9,2021,2
RO,9,2021,1
RR,9,2021,1
RS,9,2021,7
SC,9,2021,3
SE,9,2021,2
SP,9,2021,6
TO,9,2021,3
AC,10,2021,1
AL,10,2021,2
AM,10,2021,1
BA,10,2021,13
CE,10,2021,2
DF,10,2021,5
ES,10,2021,5
GO,10,2021,4
MA,10,2021,2
MG,10,2021,8
MS,10,2021,2
MT,10,2021,5
PA,10,2021,8
PB,10,2021,4
PE,10,2021,8
PI,10,2021,5
PR,10,2021,7
RJ,10,2021,6
RN,10,2021,3
RO,10,2021,2
RR,10,2021,1
RS,10,2021,3
SC,10,2021,7
SE,10,2021,2
SP,10,2021,10
TO,10,2021,1
AC,11,2021,1
AL,11,2021,1
AM,11,2021,1
BA,11,2021,6
CE,11,2021,5
DF,11,2021,1
ES,11,2021,4
GO,11,2021,9
MA,11,2021,3
MG,11,2021,8
MT,11,2021,1
PA,11,2021,7
PE,11,2021,5
PI,11,2021,1
PR,11,2021,3
RJ,11,2021,10
RN,11,2021,2
RO,11,2021,1
RS,11,2021,8
SC,11,2021,12
SE,11,2021,4
SP,11,2021,9
TO,11,2021,1
AC,12,2021,1
AL,12,2021,4
AM,12,2021,1
AP,12,2021,1
BA,12,2021,4
CE,12,2021,2
DF,12,2021,1
ES,12,2021,1
GO,12,2021,6
MA,12,2021,6
MG,12,2021,14
MS,12,2021,5
MT,12,2021,3
PA,12,2021,5
PB,12,2021,5
PE,12,2021,6
PI,12,2021,5
PR,12,2021,8
RJ,12,2021,4
RN,12,2021,1
RO,12,2021,2
RS,12,2021,6
SC,12,2021,5
SE,12,2021,1
SP,12,2021,12
TO,12,2021,1
AL,1,2022,5
AM,1,2022,3
BA,1,2022,10
CE,1,2022,2
DF,1,2022,2
ES,1,2022,5
GO,1,2022,7
MA,1,2022,4
MG,1,2022,7
MS,1,2022,7
MT,1,2022,5
PA,1,2022,10
PB,1,2022,1
PE,1,2022,7
PI,1,2022,1
PR,1,2022,10
RJ,1,2022,10
RN,1,2022,2
RO,1,2022,3
RS,1,2022,11
SC,1,2022,8
SE,1,2022,1
SP,1,2022,20
TO,1,2022,2
AM,2,2022,2
BA,2,2022,8
CE,2,2022,6
DF,2,2022,1
GO,2,2022,6
MA,2,2022,6
MG,2,2022,11
MS,2,2022,2
MT,2,2022,3
PA,2,2022,3
PB,2,2022,1
PE,2,2022,3
PI,2,2022,3
PR,2,2022,6
RJ,2,2022,18
RN,2,2022,4
RO,2,2022,3
RS,2,2022,9
SC,2,2022,4
SE,2,2022,2
SP,2,2022,11
TO,2,2022,1
AL,3,2022,3
AP,3,2022,1
BA,3,2022,3
DF,3,2022,1
ES,3,2022,2
GO,3,2022,3
MA,3,2022,4
MG,3,2022,20
MS,3,2022,3
MT,3,2022,2
PA,3,2022,4
PB,3,2022,2
PE,3,2022,9
PI,3,2022,1
PR,3,2022,3
RJ,3,2022,9
RN,3,2022,2
RO,3,2022,1
RR,3,2022,2
RS,3,2022,8
SC,3,2022,3
SE,3,2022,4
SP,3,2022,19
TO,3,2022,1
AC,4,2022,1
AL,4,2022,1
BA,4,2022,9
CE,4,2022,5
ES,4,2022,3
GO,4,2022,6
MA,4,2022,5
MG,4,2022,13
MS,4,2022,5
MT,4,2022,5
PA,4,2022,6
PB,4,2022,7
PE,4,2022,3
PI,4,2022,2
PR,4,2022,7
RJ,4,2022,9
RN,4,2022,1
RO,4,2022,1
RS,4,2022,10
SC,4,2022,10
SE,4,2022,1
SP,4,2022,10
TO,4,2022,1
AC,5,2022,3
AL,5,2022,3
AM,5,2022,2
BA,5,2022,11
CE,5,2022,1
DF,5,2022,2
ES,5,2022,3
GO,5,2022,4
MA,5,2022,6
MG,5,2022,20
MS,5,2022,3
MT,5,2022,3
PA,5,2022,2
PB,5,2022,3
PE,5,2022,12
PI,5,2022,1
PR,5,2022,6
RJ,5,2022,3
RO,5,2022,4
RS,5,2022,10
SC,5,2022,3
SP,5,2022,12
TO,5,2022,2
AC,6,2022,1
AL,6,2022,2
AM,6,2022,1
AP,6,2022,2
BA,6,2022,6
CE,6,2022,1
DF,6,2022,2
ES,6,2022,2
GO,6,2022,4
MA,6,2022,9
MG,6,2022,12
MS,6,2022,6
MT,6,2022,5
PA,6,2022,4
PB,6,2022,4
PE,6,2022,6
PI,6,2022,3
RJ,6,2022,6
RS,6,2022,11
SC,6,2022,1
SE,6,2022,3
SP,6,2022,11
TO,6,2022,1
AC,7,2022,1
AL,7,2022,5
AP,7,2022,1
BA,7,2022,7
CE,7,2022,4
DF,7,2022,2
ES,7,2022,3
GO,7,2022,6
MA,7,2022,3
MG,7,2022,19
MS,7,2022,1
MT,7,2022,4
PA,7,2022,9
PB,7,2022,1
PE,7,2022,5
PR,7,2022,12
RJ,7,2022,10
RN,7,2022,2
RO,7,2022,2
RS,7,2022,10
SC,7,2022,3
SE,7,2022,2
SP,7,2022,20
AM,8,2022,2
AP,8,2022,2
BA,8,2022,16
CE,8,2022,2
DF,8,2022,4
ES,8,2022,6
GO,8,2022,6
MA,8,2022,5
MG,8,2022,14
MS,8,2022,2
MT,8,2022,4
PA,8,2022,6
PB,8,2022,2
PE,8,2022,10
PI,8,2022,1
PR,8,2022,6
RJ,8,2022,6
RN,8,2022,1
RO,8,2022,1
RS,8,2022,8
SC,8,2022,5
SP,8,2022,16
TO,8,2022,1
AC,9,2022,1
AM,9,2022,1
AP,9,2022,1
BA,9,2022,6
CE,9,2022,1
DF,9,2022,2
ES,9,2022,4
GO,9,2022,4
MA,9,2022,6
MG,9,2022,10
MS,9,2022,3
MT,9,2022,5
PA,9,2022,1
PE,9,2022,1
PI,9,2022,3
PR,9,2022,5
RJ,9,2022,9
RN,9,2022,2
RO,9,2022,2
RR,9,2022,1
RS,9,2022,6
SC,9,2022,3
SE,9,2022,2
SP,9,2022,13
TO,9,2022,1
AL,10,2022,4
AM,10,2022,4
AP,10,2022,1
BA,10,2022,13
CE,10,2022,2
DF,10,2022,1
ES,10,2022,2
GO,10,2022,2
MA,10,2022,13
MG,10,2022,15
MS,10,2022,2
MT,10,2022,2
PA,10,2022,3
PE,10,2022,5
PI,10,2022,3
PR,10,2022,8
RJ,10,2022,6
RO,10,2022,2
RS,10,2022,9
SC,10,2022,6
SE,10,2022,2
SP,10,2022,21
TO,10,2022,2
AC,11,2022,2
AL,11,2022,2
AM,11,2022,3
BA,11,2022,5
CE,11,2022,2
GO,11,2022,6
MA,11,2022,3
MG,11,2022,18
MS,11,2022,2
MT,11,2022,4
PA,11,2022,2
PB,11,2022,2
PE,11,2022,3
PI,11,2022,2
PR,11,2022,6
RJ,11,2022,8
RN,11,2022,1
RO,11,2022,2
RS,11,2022,10
SC,11,2022,6
SE,11,2022,1
SP,11,2022,22
TO,11,2022,2
AL,12,2022,6
AM,12,2022,2
AP,12,2022,1
BA,12,2022,13
CE,12,2022,3
DF,12,2022,2
ES,12,2022,5
GO,12,2022,1
MA,12,2022,5
MG,12,2022,14
MS,12,2022,5
MT,12,2022,5
PA,12,2022,4
PB,12,2022,3
PE,12,2022,8
PI,12,2022,1
PR,12,2022,8
RJ,12,2022,14
RN,12,2022,1
RO,12,2022,2
RS,12,2022,9
SC,12,2022,5
SE,12,2022,1
SP,12,2022,20
AL,1,2023,3
AM,1,2023,1
BA,1,2023,8
CE,1,2023,6
DF,1,2023,5
ES,1,2023,4
GO,1,2023,6
MA,1,2023,3
MG,1,2023,16
MS,1,2023,2
MT,1,2023,5
PA,1,2023,2
PB,1,2023,4
PE,1,2023,5
PI,1,2023,1
PR,1,2023,7
RJ,1,2023,9
RN,1,2023,1
RO,1,2023,1
RS,1,2023,9
SC,1,2023,7
SE,1,2023,1
SP,1,2023,18
AL,2,2023,2
AM,2,2023,1
BA,2,2023,6
CE,2,2023,1
DF,2,2023,2
ES,2,2023,3
GO,2,2023,7
MA,2,2023,5
MG,2,2023,14
MS,2,2023,2
MT,2,2023,3
PA,2,2023,6
PB,2,2023,1
PE,2,2023,5
PI,2,2023,4
PR,2,2023,6
RJ,2,2023,7
RN,2,2023,5
RO,2,2023,3
RS,2,2023,6
SC,2,2023,5
SE,2,2023,1
SP,2,2023,25
AL,3,2023,3
AM,3,2023,1
BA,3,2023,7
CE,3,2023,4
DF,3,2023,3
ES,3,2023,3
MA,3,2023,1
MG,3,2023,12
MS,3,2023,2
MT,3,2023,3
PA,3,2023,5
PE,3,2023,10
PI,3,2023,1
PR,3,2023,4
RJ,3,2023,10
RO,3,2023,1
RS,3,2023,9
SC,3,2023,7
SP,3,2023,18
TO,3,2023,1
AC,4,2023,3
AL,4,2023,1
AM,4,2023,2
BA,4,2023,11
CE,4,2023,5
DF,4,2023,3
ES,4,2023,2
GO,4,2023,3
MA,4,2023,4
MG,4,2023,12
MS,4,2023,2
MT,4,2023,2
PA,4,2023,5
PB,4,2023,6
PE,4,2023,2
PI,4,2023,6
PR,4,2023,5
RJ,4,2023,8
RN,4,2023,2
RO,4,2023,1
RR,4,2023,2
RS,4,2023,6
SC,4,2023,3
SE,4,2023,1
SP,4,2023,18
TO,4,2023,1
AC,5,2023,1
AL,5,2023,2
AM,5,2023,4
BA,5,2023,10
CE,5,2023,1
DF,5,2023,1
ES,5,2023,3
GO,5,2023,8
MA,5,2023,1
MG,5,2023,20
MS,5,2023,1
MT,5,2023,4
PA,5,2023,7
PB,5,2023,3
PE,5,2023,2
PI,5,2023,3
PR,5,2023,12
RJ,5,2023,13
RN,5,2023,3
RO,5,2023,1
RR,5,2023,1
RS,5,2023,5
SC,5,2023,5
SE,5,2023,3
SP,5,2023,21
TO,5,2023,1
AC,6,2023,1
AL,6,2023,2
AM,6,2023,3
AP,6,2023,1
BA,6,2023,7
CE,6,2023,5
DF,6,2023,6
ES,6,2023,3
GO,6,2023,8
MA,6,2023,9
MG,6,2023,9
MS,6,2023,1
MT,6,2023,2
PA,6,2023,8
PB,6,2023,3
PE,6,2023,4
PI,6,2023,1
PR,6,2023,6
RJ,6,2023,6
RN,6,2023,1
RS,6,2023,9
SC,6,2023,3
SE,6,2023,1
SP,6,2023,10
TO,6,2023,2
AC,7,2023,2
AL,7,2023,1
AM,7,2023,1
BA,7,2023,8
CE,7,2023,5
ES,7,2023,1
GO,7,2023,1
MA,7,2023,6
MG,7,2023,7
MS,7,2023,6
PA,7,2023,2
PB,7,2023,2
PE,7,2023,9
PI,7,2023,3
PR,7,2023,7
RJ,7,2023,12
RN,7,2023,1
RO,7,2023,1
RS,7,2023,9
SC,7,2023,4
SP,7,2023,12
TO,7,2023,2
AC,8,2023,1
AM,8,2023,1
AP,8,2023,1
BA,8,2023,11
CE,8,2023,4
DF,8,2023,4
ES,8,2023,4
GO,8,2023,7
MA,8,2023,4
MG,8,2023,22
MS,8,2023,3
MT,8,2023,6
PA,8,2023,5
PB,8,2023,1
PE,8,2023,8
PI,8,2023,2
PR,8,2023,3
RJ,8,2023,6
RN,8,2023,4
RO,8,2023,2
RS,8,2023,5
SC,8,2023,3
SE,8,2023,1
SP,8,2023,19
TO,8,2023,4
AL,9,2023,3
AM,9,2023,1
BA,9,2023,11
CE,9,2023,2
DF,9,2023,2
ES,9,2023,4
GO,9,2023,6
MA,9,2023,5
MG,9,2023,13
MS,9,2023,3
MT,9,2023,6
PA,9,2023,4
PB,9,2023,4
PE,9,2023,10
PI,9,2023,2
PR,9,2023,7
RJ,9,2023,9
RN,9,2023,1
RO,9,2023,4
RS,9,2023,4
SC,9,2023,7
SE,9,2023,2
SP,9,2023,24
TO,9,2023,2
AM,10,2023,1
BA,10,2023,7
CE,10,2023,5
DF,10,2023,2
ES,10,2023,2
GO,10,2023,3
MA,10,2023,4
MG,10,2023,11
MT,10,2023,4
PA,10,2023,2
PB,10,2023,7
PE,10,2023,6
PI,10,2023,1
PR,10,2023,5
RJ,10,2023,5
RN,10,2023,1
RO,10,2023,1
RS,10,2023,10
SC,10,2023,4
SP,10,2023,14
TO,10,2023,2
AC,11,2023,1
AL,11,2023,1
AM,11,2023,4
BA,11,2023,16
CE,11,2023,2
DF,11,2023,2
ES,11,2023,2
GO,11,2023,6
MA,11,2023,3
MG,11,2023,18
MS,11,2023,4
MT,11,2023,7
PA,11,2023,6
PE,11,2023,5
PI,11,2023,4
PR,11,2023,9
RJ,11,2023,5
RR,11,2023,2
RS,11,2023,6
SC,11,2023,5
SE,11,2023,5
SP,11,2023,14
TO,11,2023,2
AL,12,2023,1
AM,12,2023,2
AP,12,2023,1
BA,12,2023,13
CE,12,2023,1
DF,12,2023,2
ES,12,2023,4
GO,12,2023,1
MA,12,2023,4
MG,12,2023,13
MS,12,2023,4
MT,12,2023,4
PA,12,2023,4
PB,12,2023,3
PE,12,2023,10
PR,12,2023,8
RJ,12,2023,8
RN,12,2023,4
RO,12,2023,4
RR,12,2023,1
RS,12,2023,7
SC,12,2023,4
SE,12,2023,1
SP,12,2023,26
TO,12,2023,1
AC,1,2024,2
AM,1,2024,2
BA,1,2024,6
CE,1,2024,4
DF,1,2024,4
ES,1,2024,2
GO,1,2024,7
MA,1,2024,4
MG,1,2024,10
MS,1,2024,3
MT,1,2024,4
PA,1,2024,3
PB,1,2024,1
PE,1,2024,7
PI,1,2024,1
PR,1,2024,12
RJ,1,2024,12
RN,1,2024,2
RO,1,2024,3
RR,1,2024,3
RS,1,2024,12
SC,1,2024,5
SE,1,2024,2
SP,1,2024,23
TO,1,2024,1
AM,2,2024,2
AP,2,2024,1
BA,2,2024,8
CE,2,2024,1
DF,2,2024,1
ES,2,2024,4
GO,2,2024,2
MA,2,2024,2
MG,2,2024,7
MS,2,2024,4
MT,2,2024,3
PA,2,2024,5
PB,2,2024,4
PE,2,2024,5
PI,2,2024,2
PR,2,2024,7
RJ,2,2024,8
RN,2,2024,3
RO,2,2024,1
RS,2,2024,7
SC,2,2024,4
SP,2,2024,27
TO,2,2024,2
AL,3,2024,2
AM,3,2024,4
BA,3,2024,7
CE,3,2024,5
ES,3,2024,2
GO,3,2024,1
MA,3,2024,5
MG,3,2024,12
MS,3,2024,3
MT,3,2024,2
PA,3,2024,6
PB,3,2024,1
PE,3,2024,6
PI,3,2024,3
PR,3,2024,9
RJ,3,2024,8
RN,3,2024,1
RO,3,2024,1
RR,3,2024,1
RS,3,2024,4
SC,3,2024,10
SP,3,2024,23
TO,3,2024,3
AC,4,2024,1
AL,4,2024,3
AM,4,2024,2
BA,4,2024,14
CE,4,2024,2
ES,4,2024,1
GO,4,2024,3
MA,4,2024,5
MG,4,2024,13
MS,4,2024,5
MT,4,2024,4
PA,4,2024,1
PE,4,2024,8
PI,4,2024,5
PR,4,2024,8
RJ,4,2024,9
RN,4,2024,2
RO,4,2024,1
RS,4,2024,1
SC,4,2024,3
SP,4,2024,16
TO,4,2024,1
AL,5,2024,1
AM,5,2024,3
BA,5,2024,6
CE,5,2024,4
DF,5,2024,3
ES,5,2024,6
GO,5,2024,4
MA,5,2024,9
MG,5,2024,10
MS,5,2024,1
MT,5,2024,2
PA,5,2024,4
PB,5,2024,1
PE,5,2024,5
PI,5,2024,4
PR,5,2024,7
RJ,5,2024,7
RO,5,2024,1
RR,5,2024,1
RS,5,2024,2
SC,5,2024,5
SE,5,2024,4
SP,5,2024,20
TO,5,2024,1
AC,6,2024,2
AL,6,2024,2
AM,6,2024,2
BA,6,2024,6
CE,6,2024,2
DF,6,2024,1
ES,6,2024,5
GO,6,2024,2
MA,6,2024,4
MG,6,2024,14
MS,6,2024,1
MT,6,2024,4
PA,6,2024,1
PB,6,2024,3
PE,6,2024,6
PI,6,2024,3
PR,6,2024,7
RJ,6,2024,10
RN,6,2024,1
RS,6,2024,2
SC,6,2024,4
SP,6,2024,13
AL,7,2024,2
AM,7,2024,3
BA,7,2024,8
CE,7,2024,5
DF,7,2024,1
ES,7,2024,6
GO,7,2024,5
MA,7,2024,5
MG,7,2024,10
MT,7,2024,4
PA,7,2024,7
PB,7,2024,2
PE,7,2024,7
PI,7,2024,2
PR,7,2024,5
RJ,7,2024,8
RN,7,2024,3
RS,7,2024,4
SP,7,2024,12
TO,7,2024,1
AL,8,2024,1
AM,8,2024,1
AP,8,2024,1
BA,8,2024,8
CE,8,2024,1
DF,8,2024,5
ES,8,2024,1
GO,8,2024,4
MA,8,2024,8
MG,8,2024,14
MS,8,2024,1
MT,8,2024,3
PA,8,2024,2
PE,8,2024,1
PI,8,2024,4
PR,8,2024,7
RJ,8,2024,4
RN,8,2024,1
RO,8,2024,1
RR,8,2024,1
RS,8,2024,3
SC,8,2024,3
SP,8,2024,16
TO,8,2024,1
AC,9,2024,1
AP,9,2024,1
BA,9,2024,7
CE,9,2024,3
DF,9,2024,1
ES,9,2024,2
GO,9,2024,8
MA,9,2024,11
MG,9,2024,7
MS,9,2024,3
MT,9,2024,8
PA,9,2024,6
PB,9,2024,4
PE,9,2024,3
PI,9,2024,7
PR,9,2024,8
RN,9,2024,2
RS,9,2024,7
SC,9,2024,5
SE,9,2024,2
